5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
LINUS	Archaeplastida	eudicots	rosids	Malpighiales	Linaceae	Linum usitatissimum	-	4006	genome	1	22757964	43471	0	0	0	0	yes	13	26/05/2013	13/05/2020	http://www.filewatcher.com/b/ftp/climb.genomics.cn/pub/10.5524/100001_101000/100081-0.html + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Lusitatissimum	no	Phytozome V12	yes					first link not working								
LOLPE	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Lolium perenne	-	4522	genome	1	26408275	40068	0	0	0	0	no	0	22/11/2017	29/05/2020	185.45.23.197:5080/ryegrassgenome	yes		yes					link not accessible through our firewall								
LONJA	Archaeplastida	eudicots		Dipsacales	Caprifoliaceae	Lonicera japonica		105884	genome			33961	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/660/show																
LOTJA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Lotus japonicus	-	34305	genome			39734	0	0	0	0			29/03/2015	05/06/2020	ftp://ftp.kazusa.or.jp/pub/lotus/						http://www.ncbi.nlm.nih.gov/nuccore/NC_002694.1	yes									
LUFAE	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Luffa aegyptiaca		3670	genome			31661	0	0	0	0			20/07/2020		http://ftp.cngb.org/pub/CNSA/data2/CNP0000780/CNS0139036/CNA0007250/																
LUPAL	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Lupinus albus		3870	genome			38258	0	0	0	0			20/07/2020		https://www.whitelupin.fr/download.html																
LUPAN	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Lupinus angustifolius	-	3871	genome	1	-	41275	0	0	0	0	yes	11546	21/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/875/GCF_001865875.1_LupAngTanjil_v1.0/GCF_001865875.1_LupAngTanjil_v1.0_protein.faa.gz	yes	NCBI	yes													
MACCO	Archaeplastida	eudicots	stem eudicots	Ranunculales	Papaveraceae	Macleaya cordata	-	56857	genome	1	28552780	21911	0	0	0	0	no	0	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/775/GCA_002174775.1_MC_HNAU_1.0/GCA_002174775.1_MC_HNAU_1.0_protein.faa.gz	yes	NCBI	yes													
MALOL	Archaeplastida	eudicots		Santalales	Ximeniaceae	Malania oleifera		397392	genome			24094	0	0	0	0			21/07/2020		http://gigadb.org/dataset/100549																
MALBA	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Malus baccata		106549	genome			45931	0	0	0	0			20/07/2020		http://ftp.cngb.org/pub/CNSA/data1/CNP0000421/CNS0086617/CNA0002537/																
MALDO	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Malus domestica	-	3750	genome			45116	0	0	0	0			17/11/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Mdomestica	yes															
MANES	Archaeplastida	eudicots	rosids	Malpighiales	Euphorbiaceae	Manihot esculenta	-	3983	genome	7,1	22523606, 27088722	33849	83	0	83	0	yes	8348	08/11/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Mesculenta	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_010433.1	yes									
MARPA	Archaeplastida	Marchantiophyta		Marchantiales	Marchantiaceae	Marchantia paleacea		56867	genome			61558	0	0	0	0			24/07/2020		SymDB(Email from Jean Keller)																
MARPO	Archaeplastida	Marchantiophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia polymorpha	-	3197	genome	3,1	28985561	19287	0	0	0	0	yes	5387	13/07/2016	12/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Mpolymorpha	yes	Phytozome V12	yes													
MEDSA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Medicago sativa		3879	genome			164632	0	0	0	0			20/07/2020		https://figshare.com/articles/dataset/genome_fasta_sequence_and_annotation_files/12327602																
MEDTR	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Medicago truncatula	-	3880	genome	Mt4.0v1	22089132, 24767513	50894	76	0	76	0	.# KU	11425	10/01/2011	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/495/GCF_000219495.2_MedtrA17_4.0/GCF_000219495.2_MedtrA17_4.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Mtruncatula	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_029641.1	yes	ftp://ftp.ncbi.nih.gov/genomes/Chloroplasts/plastids/NC_003119.faa	yes									
MESVItrCO	Archaeplastida	Streptophyta ZCC grade	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride	-	41882	transcriptome	?	PLEASE CITE: Cooper, Endymion; Delwiche, Charles (2016): Green algal transcriptomes for phylogenetics and comparative genomics. figshare.https://dx.doi.org/10.6084/m9.figshare.1604780	108063	0	0	0	0	no	0	28/11/2017	29/05/2020	https://figshare.com/articles/Green_algal_transcriptomes_for_phylogenetics_and_comparative_genomics/1604780	yes	If link is not working google for what is given in column Paper ID	yes					proteins created by ourselves from transcripts								
MESVItrJU	Archaeplastida	Streptophyta ZCC grade	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride	-	41882	transcriptome	?	27246051	369230	0	0	0	0	no	0	28/11/2017	29/05/2020	https://www.ncbi.nlm.nih.gov/Traces/wgs/wgsviewer.cgi?val=GBSK01&search=GBSK01000000&dis	yes		yes					proteins created by ourselves from transcripts, source is different from other MESVI source!								
MESVI	Archaeplastida	Streptophyta KCM grade	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride		41882	genome	?	31844283	9300	0	0	0	0			19/05/2020		http://ftp.cngb.org/pub/CNSA/CNP0000228/CNS0021438/CNA0002352/	yes		yes													
MESVICC	Archaeplastida	Streptophyta KCM grade	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride CCAC 1140			genome			9300	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Mesovir1/Mesovir1.download.html 																
MESVINI	Archaeplastida	Streptophyta KCM grade	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride NIES-296			genome			29795	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Mesvir1/Mesvir1.download.html 								Best Genome out of the three available MESVI								
MESEN	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Mesotaeniaceae	Mesotaenium endlicherianum		184485	genome	v2		44092	0	0	0	0			12/01/2023		https://mesotaenium.uni-goettingen.de/download.html	yes		yes													
MICC1	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium conductrix		554055	genome			9863	3	0	0	3			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_002245815.2																
MICCO	Archaeplastida	Chlorophyta	prasinophytes	Mamiellales	Mamiellaceae	Micromonas commoda	-	296587	genome	3	19359590	10103	0	0	0	0	no	0	17/11/2017	29/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=MspRCC299	yes	Phytozome V12	yes													
MICPUCC	Archaeplastida	Chlorophyta	prasinophytes	Mamiellales	Mamiellaceae	Micromonas pusilla CCMP1545	-	564608	genome	3	19359590	10475	27	0	27	0	no	0	12/01/2009	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.1_Micromonas_pusilla_CCMP1545_v2.0/GCF_000151265.1_Micromonas_pusilla_CCMP1545_v2.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=MpusillaCCMP1545	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/FJ858269.1	no									
MICPURC	Archaeplastida	Chlorophyta	prasinophytes	Mamiellales	Mamiellaceae	Micromonas pusilla RCC299	-	296587	genome	?	-	10109	96	39	57	0	no	0	27/10/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2/GCF_000090985.2_ASM9098v2_protein.faa.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_012643.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_012575.1	yes									
MIKMI	Archaeplastida	eudicots	asterids	Asterales	Asteraceae	Mikania micrantha		192012	genome			46329	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_009363875.1																
MIMPU	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Mimosa pudica		76306	genome			33108	0	0	0	0			20/07/2020		http://gigadb.org/dataset/101049																
MIMGU	Archaeplastida	eudicots	asterids	Lamiales	Phrymaceae	Mimulus guttatus	-	4155	genome	2	24225854	28140	41	41	0	0	.#.p KU	5433	08/11/2010	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/015/GCF_000504015.1_Mimgu1_0/GCF_000504015.1_Mimgu1_0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Mguttatus	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_018041.1	yes			still version2.0 in release 11								
MOMCH	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Momordica charantia	-	3673	genome	1	28028039	23534	0	0	0	0	yes	5132	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/995/035/GCF_001995035.1_ASM199503v1/GCF_001995035.1_ASM199503v1_protein.faa.gz	yes	NCBI	yes													
MONNE	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium neglectum	-	145388	genome	mono v1	24373495	16734	21	17	0	4	no	0	21/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/645/GCF_000611645.1_mono_v1/GCF_000611645.1_mono_v1_protein.faa.gz	yes	NCBI	yes	mt source is same like protein resource since the mt proteins are included		plastid source is same like protein resourche since the plastid proteins are included										
MOROL	Archaeplastida	eudicots	rosids	Brassicales	Moringaceae	Moringa oleifera		3735	genome	?	30535374	18451	0	0	0	0			18/05/2020		https://bioinformatics.psb.ugent.be/orcae/aocc/	yes		yes													
MORNO	Archaeplastida	eudicots	rosids	Rosales	Moraceae	Morus notabilis	-	981085	genome	2	24048436	26957	0	0	0	0	yes	8	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/095/GCF_000414095.1_ASM41409v2/GCF_000414095.1_ASM41409v2_protein.faa.gz	yes	NCBI	yes													
MOUSCtr	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Mougeotia scalaris	-	13158	transcriptome	?	PLEASE CITE: Cooper, Endymion; Delwiche, Charles (2016): Green algal transcriptomes for phylogenetics and comparative genomics. figshare.https://dx.doi.org/10.6084/m9.figshare.1604781	94392	0	0	0	0	no	0	28/11/2017	29/05/2020	https://figshare.com/articles/Green_algal_transcriptomes_for_phylogenetics_and_comparative_genomics/1604781	yes	If link is not working google for what is given in column Paper ID	yes					proteins created by ourselves from transcripts								
MUSAC	Archaeplastida	Liliopsida	commelinids	Zingiberales	Musaceae	Musa acuminata	-	4641	genome	2	22801500	35276	89	0	89	0	yes	10580	26/05/2013	26/05/2020	http://banana-genome-hub.southgreen.fr/sites/banana-genome-hub.southgreen.fr/files/data/fasta/version2/musa_acuminata_v2_prot.faa	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/HF677508	yes									
MUSBA	Archaeplastida	Liliopsida	commelinids	Zingiberales	Musaceae	Musa balbisiana	-	52838	genome	?	24094114	39914	0	0	0	0	no	0	29/03/2015	26/05/2020	https://banana-genome-hub.southgreen.fr/organism/Musa/balbisiana_	yes		yes					NOTICE: An improved version (V2) of the DH Pahang genome assembly and gene annotation have just been accepted for publication in and are now in public access as of March 16. Concurrently, the Banana Genome Hub has been overhauled in this new version. To facilitate the conversion between gene names between v1 and v2, a converter is available in additional tools > Pseudomolecule Version Converter. Please contact us if you have any question or if it creates any inconvenience. Phythozome has only V1!								
MUSIT	Archaeplastida	Liliopsida	commelinids	Zingiberales	Musaceae	Musa itinerans	-	574487	genome	1	27531320	32456	0	0	0	0	no	0	22/11/2017	29/05/2020	http://banana-genome-hub.southgreen.fr/organism/Musa_itinerans	yes		yes													
MUSSC	Archaeplastida	eudicots	commelinids	Zingiberales	Musaceae	Musa schizocarpa		52706	genome			32809	0	0	0	0			21/07/2020		http://www.genoscope.cns.fr/externe/plants/chromosomes.html																
NELNU	Archaeplastida	eudicots	stem_eudicots	Proteales	Nelumbonaceae	Nelumbo nucifera	-	4432	genome	?	23663246	26685	0	0	0	0	no	0	29/03/2015	13/05/2020	http://www.ncbi.nlm.nih.gov/Traces/wgs/?val=AQOG01	yes		yes													
NICAT	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Nicotiana attenuata	-	49451	genome			33437	0	0	0	0			24/11/2017	29/05/2020		yes															
NICBE	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Nicotiana benthamiana	-	4100	genome	?	22876960	57140	0	0	0	0	no	0	29/03/2015	13/05/2020	ftp://ftp.solgenomics.net/genomes/Nicotiana_benthamiana/annotation/Niben101/Niben101_annotation.proteins.fasta.gz	yes		yes													
NICSY	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Nicotiana sylvestris	-	4096	genome			54434	101	0	0	101			16/11/2017	30/06/2020		yes															
NICTA	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Nicotiana tabacum	-	4097	genome			69500	98	0	0	98			16/11/2017	30/06/2020		yes			mt source is same like protein resource since the mt proteins are included		plastid source is same like protein resourche since the plastid proteins are included										
NICTO	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Nicotiana tomentosiformis	-	4098	genome			53671	102	0	0	102			16/11/2017	30/06/2020		yes					plastid source is same like protein resourche since the plastid proteins are included										
NISSC	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Nissolia schottii		105944	genome			36369	0	0	0	0			20/07/2020		http://gigadb.org/dataset/101050																
NITHYtr	Archaeplastida	Streptophyta ZCC grade	Charophyceae	Charales	Characeae	Nitella hyalina	-	181804	transcriptome	?	-	51781	0	0	0	0	no	0	26/05/2013	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA51163	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
NITMItrUP	Archaeplastida	Streptophyta ZCC grade	Charophyceae	Charales	Characeae	Nitella mirabilis	-	231897	transcriptome	?	PLEASE CITE: Cooper, Endymion; Delwiche, Charles (2016): Green algal transcriptomes for phylogenetics and comparative genomics. figshare.https://dx.doi.org/10.6084/m9.figshare.1604778	115772	0	0	0	0	no	0	28/11/2017	29/05/2020	https://figshare.com/articles/Green_algal_transcriptomes_for_phylogenetics_and_comparative_genomics/1604778	yes	If link is not working google for what is given in column Paper ID	yes					upper tissue, proteins created by ourselves from transcripts								
NITMItrLO	Archaeplastida	Streptophyta ZCC grade	Charophyceae	Charales	Characeae	Nitella mirabilis	-	231897	transcriptome	?	PLEASE CITE: Cooper, Endymion; Delwiche, Charles (2016): Green algal transcriptomes for phylogenetics and comparative genomics. figshare.https://dx.doi.org/10.6084/m9.figshare.1604779	93926	0	0	0	0	no	0	28/11/2017	29/05/2020	https://figshare.com/articles/Green_algal_transcriptomes_for_phylogenetics_and_comparative_genomics/1604779	yes	If link is not working google for what is given in column Paper ID	yes					lower tissue, proteins created by ourselves from transcripts								
NITMItrJU	Archaeplastida	Streptophyta ZCC grade	Charophyceae	Charales	Characeae	Nitella mirabilis	-	231897	transcriptome	?	27246051	335392	0	0	0	0	no	0	28/11/2017	29/05/2020	https://www.ncbi.nlm.nih.gov/Traces/wgs/wgsviewer.cgi?val=GBST01&search=GBST01000000&disp	yes		yes					proteins created by ourselves from transcripts, source is different from other NITMI source!								
NYMCO	Archaeplastida	Magnoliopsida		Nymphaeales	Nymphaeaceae	Nymphaea colorata		210225	genome	1	31853069	31475	0	0	0	0			19/05/2020		http://waterlily.eplant.org/download.php	yes		yes													
NYMTH	Archaeplastida	Magnoliopsida		Nymphaeales	Nymphaeaceae	Nymphaea thermarum		419125	genome			25454	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_011799765.1																
NYSSI	Archaeplastida	eudicots		Cornales	Nyssaceae	Nyssa sinensis		561372	genome			62660	0	0	0	0			20/07/2020		https://genomevolution.org/CoGe/GenomeInfo.pl?gid=55419																
OCITE	Archaeplastida	eudicots	asterids	Lamiales	Lamiaceae	Ocimum tenuiflorum	-	204149	genome	?	26017011	36768	0	0	0	0	no	0	16/11/2017	28/05/2020	http://caps.ncbs.res.in/Ote/downloads/	yes		yes													
OLEEU	Archaeplastida	eudicots	asterids	Lamiales	Oleaceae	Olea europaea var. sylvestris	-	158386	genome	1	29078332	50684	0	0	0	0	no	0	17/11/2017	29/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Oeuropaea	yes	Phytozome V12	yes													
OLYLA	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Olyra latifolia		38716	genome			36578	0	0	0	0			20/07/2020		http://www.genobank.org/bamboo#2																
OROTH	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oropetium thomaeum	-	1148796	genome	1	26560029	28437	0	0	0	0	no	0	17/11/2017	29/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Othomaeum	yes	Phytozome V12	yes													
ORYBA	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza barthii		65489	genome			34638	0	0	0	0			24/07/2020		https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/IOMAP_Genomes_Data_2017/MAKER_genome_annotations																
ORYBR	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza brachyantha	-	4533	genome	1.4b	23481403	23731	0	0	0	0	yes	3072	21/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.1_Oryza_brachyantha.v1.4b/GCF_000231095.1_Oryza_brachyantha.v1.4b_protein.faa.gz	yes	NCBI	yes													
ORYGL	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza glaberrima	-	4538	genome			33163	0	0	0	0			21/11/2017	05/06/2020	ftp://ftp.gramene.org/pub/gramene/release-62/fasta/oryza_glaberrima/pep/	yes															
ORYME	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza meridionalis		40149	genome			29308	0	0	0	0			24/07/2020		https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/IOMAP_Genomes_Data_2017/MAKER_genome_annotations																
ORYGR	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza meyeriana var. granulata		110450	genome			49486	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/263/show																
ORYPU	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza punctata		4537	genome			31762	0	0	0	0			24/07/2020		https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/IOMAP_Genomes_Data_2017/MAKER_genome_annotations																
ORYRU	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza rufipogon		4529	genome			37173	0	0	0	0			24/07/2020		https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/IOMAP_Genomes_Data_2017/MAKER_genome_annotations																
ORYSAIN	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza sativa (spp. indica)	-	4530	genome	?	15685292	49088	117	54	63	0	no	0	27/10/2010	26/05/2020	ftp://ftp.genomics.org.cn/pub/ricedb/SynVs9311/9311/Annotation/FgeneSH/	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007886.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008155.1	yes									
ORYSAJA	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Oryza sativa (spp. japonica)	-	4530	genome	7	24280374, 17145706	55803	159	54	103	2	yes	10535	27/10/2010	26/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/425/GCF_000005425.2_Build_4.0/GCF_000005425.2_Build_4.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Osativa	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_011033.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001320.1	yes		1	yes	http://www.ncbi.nlm.nih.gov/nuccore/7524755					
OSTLU	Archaeplastida	Chlorophyta	prasinophytes	Mamiellales	Bathycoccaceae	Ostreococcus lucimarinus	-	242159	genome	2	17460045	7796	0	0	0	0	no	0	12/01/2009	13/05/2020	ftp://ftp.jgi-psf.org/pub/JGI_data/Ostreococcus_lucimarinus/O.lucimarinus.FM.aa.fasta.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Olucimarinus	yes	Phytozome V12	yes					first link not working								
OSTSP	Archaeplastida	Chlorophyta	prasinophytes	Mamiellales	Bathycoccaceae	Ostreococcus sp. RCC809	-	385169	genome			7492	0	0	0	0			05/12/2014	22/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=OstRCC809_2	yes															
OSTTA	Archaeplastida	Chlorophyta	Prasinophyta	Mamiellales	Bathycoccaceae	Ostreococcus tauri RCC1115 v1.0			genome			8218	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Ostta1115_2/Ostta1115_2.download.html 																
PANGI	Archaeplastida	eudicots	asterids	Apiales	Araliaceae	Panax ginseng	-	4054	genome	1	29048480	42006	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100348/File_page/4	yes		yes													
PANMI	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Panicum miliaceum		4540	genome			54869	69	0	0	69			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_003046395.2																
